"customer_id","last_buy","freq","monetary","recency_days","r","f","m","rfm_code","segment","churn_status","buyer_type"
"15643","2011-06-01","3","664.00",214,1,3,3,"133","At Risk","Churned","Occasional"
"14720","2011-12-04","3","663.81",28,5,3,3,"533","Developing","Active","Occasional"
"13240","2011-09-04","4","663.65",119,2,4,3,"243","At Risk","At Risk","Occasional"
"16573","2011-09-16","2","663.61",107,2,3,3,"233","At Risk","At Risk","Occasional"
"14451","2011-10-10","2","662.59",83,3,3,3,"333","Developing","Active","Occasional"
"16014","2011-11-02","3","662.38",60,3,4,3,"343","Developing","Active","Occasional"
"18218","2011-05-12","2","662.08",234,1,3,3,"133","At Risk","Churned","Occasional"
"16774","2011-10-03","4","661.52",90,3,4,3,"343","Developing","Active","Occasional"
"13028","2011-11-17","2","661.32",45,4,2,3,"423","Potential","Active","Occasional"
"14603","2011-03-10","1","660.00",297,1,1,3,"113","Lost","Churned","One-Time"
"15492","2011-11-11","2","659.46",51,4,3,3,"433","Developing","Active","Occasional"
"13518","2011-09-15","1","659.44",108,2,1,3,"213","Developing","At Risk","One-Time"
"13759","2011-11-06","2","659.41",56,3,2,3,"323","Potential","Active","Occasional"
"16357","2011-11-06","3","658.88",56,3,4,3,"343","Developing","Active","Occasional"
"14150","2011-11-04","2","658.64",58,3,3,3,"333","Developing","Active","Occasional"
"17779","2011-11-18","3","658.57",44,4,4,3,"443","Loyal","Active","Occasional"
"16696","2011-07-27","4","657.90",158,2,4,3,"243","At Risk","At Risk","Occasional"
"12577","2011-11-04","3","657.80",58,3,3,3,"333","Developing","Active","Occasional"
"14818","2011-09-27","3","657.80",96,2,3,3,"233","At Risk","At Risk","Occasional"
"15648","2011-05-19","2","657.35",227,1,3,3,"133","At Risk","Churned","Occasional"
"17459","2011-10-27","2","657.30",66,3,3,3,"333","Developing","Active","Occasional"
"15677","2011-10-21","1","657.23",72,3,1,3,"313","Potential","Active","One-Time"
"16157","2011-11-24","3","656.69",38,4,4,3,"443","Loyal","Active","Occasional"
"13049","2011-10-06","2","656.68",87,3,2,3,"323","Potential","Active","Occasional"
"16708","2011-10-25","1","656.63",68,3,2,3,"323","Potential","Active","One-Time"
"16127","2011-10-31","1","656.25",62,3,2,3,"323","Potential","Active","One-Time"
"14894","2011-09-15","1","655.75",108,2,1,3,"213","Developing","At Risk","One-Time"
"16444","2011-10-24","4","654.67",69,3,4,3,"343","Developing","Active","Occasional"
"14651","2011-10-03","2","654.60",90,3,3,3,"333","Developing","Active","Occasional"
"17398","2011-08-17","3","653.38",137,2,4,3,"243","At Risk","At Risk","Occasional"
"18151","2011-07-28","2","653.35",157,2,3,3,"233","At Risk","At Risk","Occasional"
"13496","2011-11-29","2","653.33",33,5,2,3,"523","Potential","Active","Occasional"
"15205","2011-09-15","2","653.24",108,2,3,3,"233","At Risk","At Risk","Occasional"
"14044","2011-11-13","4","652.82",49,4,4,3,"443","Loyal","Active","Occasional"
"14548","2011-07-12","2","652.80",173,2,3,3,"233","At Risk","At Risk","Occasional"
"17523","2011-11-28","4","652.74",34,5,4,3,"543","Loyal","Active","Occasional"
"14034","2011-11-17","3","651.82",45,4,3,3,"433","Developing","Active","Occasional"
"16734","2011-10-18","3","650.51",75,3,4,3,"343","Developing","Active","Occasional"
"15571","2011-11-28","4","650.43",34,5,4,3,"543","Loyal","Active","Occasional"
"16469","2011-11-16","4","650.43",46,4,4,3,"443","Loyal","Active","Occasional"
"16969","2011-10-31","3","650.41",62,3,4,3,"343","Developing","Active","Occasional"
"17373","2011-10-30","4","646.92",63,3,4,3,"343","Developing","Active","Occasional"
"12589","2011-11-11","2","646.68",51,4,2,3,"423","Potential","Active","Occasional"
"15651","2011-11-03","3","646.30",59,3,3,3,"333","Developing","Active","Occasional"
"17545","2011-10-27","3","645.96",66,3,4,3,"343","Developing","Active","Occasional"
"14855","2011-08-12","2","645.65",142,2,3,3,"233","At Risk","At Risk","Occasional"
"12719","2011-12-04","2","644.95",28,5,2,3,"523","Potential","Active","Occasional"
"17312","2011-07-24","3","644.30",161,2,4,3,"243","At Risk","At Risk","Occasional"
"16431","2011-05-10","3","642.81",236,1,4,3,"143","At Risk","Churned","Occasional"
"14020","2011-11-23","2","642.80",39,4,3,3,"433","Developing","Active","Occasional"
"13034","2011-10-16","2","642.77",77,3,2,3,"323","Potential","Active","Occasional"
"15384","2011-06-23","2","642.41",192,2,3,3,"233","At Risk","Churned","Occasional"
"17046","2011-07-05","1","642.02",180,2,2,3,"223","Developing","At Risk","One-Time"
"15297","2011-11-29","3","641.94",33,5,3,3,"533","Developing","Active","Occasional"
"12365","2011-02-21","2","641.38",314,1,2,3,"123","Developing","Churned","Occasional"
"12624","2011-08-25","2","641.13",129,2,2,3,"223","Developing","At Risk","Occasional"
"13417","2011-12-05","2","640.83",27,5,2,3,"523","Potential","Active","Occasional"
"13318","2011-12-08","3","640.76",24,5,3,3,"533","Developing","Active","Occasional"
"12631","2011-10-13","1","640.50",80,3,1,3,"313","Potential","Active","One-Time"
"14301","2011-08-14","1","640.14",140,2,1,3,"213","Developing","At Risk","One-Time"
"15919","2011-11-20","2","639.89",42,4,3,3,"433","Developing","Active","Occasional"
"17515","2011-11-08","4","639.02",54,4,4,3,"443","Loyal","Active","Occasional"
"18160","2011-10-13","2","638.06",80,3,3,3,"333","Developing","Active","Occasional"
"14754","2011-10-26","2","638.05",67,3,3,3,"333","Developing","Active","Occasional"
"14664","2011-11-20","2","637.89",42,4,3,3,"433","Developing","Active","Occasional"
"14128","2011-10-10","2","637.50",83,3,3,3,"333","Developing","Active","Occasional"
"14481","2011-06-28","2","636.51",187,2,3,3,"233","At Risk","Churned","Occasional"
"15829","2011-09-01","2","636.14",122,2,3,3,"233","At Risk","At Risk","Occasional"
"15773","2011-12-04","1","635.68",28,5,2,3,"523","Potential","Active","One-Time"
"14000","2011-05-12","1","635.66",234,1,1,3,"113","Lost","Churned","One-Time"
"16139","2011-11-21","3","635.41",41,4,4,3,"443","Loyal","Active","Occasional"
"17985","2011-11-17","1","634.95",45,4,2,3,"423","Potential","Active","One-Time"
"13892","2011-11-13","4","632.97",49,4,4,3,"443","Loyal","Active","Occasional"
"14220","2011-04-06","2","632.40",270,1,3,3,"133","At Risk","Churned","Occasional"
"16306","2011-05-10","6","632.27",236,1,5,3,"153","At Risk","Churned","Loyal"
"18183","2011-04-26","2","632.07",250,1,3,3,"133","At Risk","Churned","Occasional"
"13822","2011-12-04","2","632.00",28,5,2,3,"523","Potential","Active","Occasional"
"14021","2011-07-07","3","631.90",178,2,3,3,"233","At Risk","At Risk","Occasional"
"15244","2011-10-05","2","631.57",88,3,3,3,"333","Developing","Active","Occasional"
"13539","2011-09-15","3","631.34",108,2,3,3,"233","At Risk","At Risk","Occasional"
"17990","2011-04-17","3","630.84",259,1,4,3,"143","At Risk","Churned","Occasional"
"13046","2011-11-09","2","629.31",53,4,2,3,"423","Potential","Active","Occasional"
"13525","2011-11-25","2","628.78",37,4,2,3,"423","Potential","Active","Occasional"
"14687","2011-08-25","1","628.38",129,2,1,3,"213","Developing","At Risk","One-Time"
"16022","2011-03-24","1","628.28",283,1,2,3,"123","Developing","Churned","One-Time"
"15028","2011-12-01","4","627.13",31,5,4,3,"543","Loyal","Active","Occasional"
"13546","2011-11-27","3","626.99",35,5,3,3,"533","Developing","Active","Occasional"
"15402","2011-07-14","2","626.77",171,2,3,3,"233","At Risk","At Risk","Occasional"
"14036","2011-02-28","1","626.65",307,1,1,3,"113","Lost","Churned","One-Time"
"13914","2011-11-28","2","626.45",34,5,2,3,"523","Potential","Active","Occasional"
"14382","2011-11-13","1","626.07",49,4,1,3,"413","Potential","Active","One-Time"
"16750","2011-10-26","5","623.93",67,3,4,3,"343","Developing","Active","Occasional"
"16718","2010-12-05","1","623.75",392,1,2,3,"123","Developing","Churned","One-Time"
"12649","2011-08-24","3","623.51",130,2,3,3,"233","At Risk","At Risk","Occasional"
"15147","2011-04-13","1","623.50",263,1,1,3,"113","Lost","Churned","One-Time"
"13368","2011-03-28","2","623.40",279,1,2,3,"123","Developing","Churned","Occasional"
"15258","2011-06-24","2","623.16",191,2,3,3,"233","At Risk","Churned","Occasional"
"17499","2011-02-23","1","622.88",312,1,2,3,"123","Developing","Churned","One-Time"
"15182","2011-07-08","2","622.85",177,2,3,3,"233","At Risk","At Risk","Occasional"
"17460","2011-09-06","6","622.43",117,2,5,3,"253","At Risk","At Risk","Loyal"
"15768","2011-08-16","3","621.83",138,2,3,3,"233","At Risk","At Risk","Occasional"
"18217","2011-11-10","2","621.75",52,4,3,3,"433","Developing","Active","Occasional"
"16915","2011-11-30","6","621.68",32,5,5,3,"553","Champion","Active","Loyal"
"17640","2011-09-14","1","621.66",109,2,2,3,"223","Developing","At Risk","One-Time"
"14152","2011-09-25","2","621.29",98,2,3,3,"233","At Risk","At Risk","Occasional"
"13402","2011-08-04","2","621.23",150,2,2,3,"223","Developing","At Risk","Occasional"
"16141","2011-09-12","1","620.40",111,2,2,3,"223","Developing","At Risk","One-Time"
"12667","2011-10-12","1","620.13",81,3,1,3,"313","Potential","Active","One-Time"
"14529","2011-10-10","3","620.04",83,3,3,3,"333","Developing","Active","Occasional"
"13493","2011-03-09","2","618.63",298,1,2,3,"123","Developing","Churned","Occasional"
"16613","2011-09-30","1","618.59",93,3,2,3,"323","Potential","At Risk","One-Time"
"13145","2011-10-31","4","618.52",62,3,4,3,"343","Developing","Active","Occasional"
"12596","2011-10-19","2","618.27",74,3,2,3,"323","Potential","Active","Occasional"
"16134","2011-11-18","2","618.09",44,4,3,3,"433","Developing","Active","Occasional"
"13301","2011-08-28","4","618.09",126,2,4,3,"243","At Risk","At Risk","Occasional"
"14593","2011-11-18","3","617.99",44,4,3,3,"433","Developing","Active","Occasional"
"14377","2011-06-01","2","617.05",214,1,3,3,"133","At Risk","Churned","Occasional"
"16442","2011-12-08","3","616.79",24,5,4,3,"543","Loyal","Active","Occasional"
"16311","2011-11-22","2","616.26",40,4,3,3,"433","Developing","Active","Occasional"
"14905","2011-07-05","2","616.15",180,2,3,3,"233","At Risk","At Risk","Occasional"
"16005","2011-11-27","4","615.39",35,5,4,3,"543","Loyal","Active","Occasional"
"15275","2011-11-02","1","615.14",60,3,1,3,"313","Potential","Active","One-Time"
"16566","2011-11-24","5","614.66",38,4,4,3,"443","Loyal","Active","Occasional"
"16116","2011-05-12","1","612.78",234,1,2,3,"123","Developing","Churned","One-Time"
"12513","2011-08-19","1","612.29",135,2,1,3,"213","Developing","At Risk","One-Time"
"18149","2011-10-20","3","612.08",73,3,4,3,"343","Developing","Active","Occasional"
"15232","2011-08-18","2","612.06",136,2,3,3,"233","At Risk","At Risk","Occasional"
"15645","2011-11-21","1","612.01",41,4,1,3,"413","Potential","Active","One-Time"
"16109","2011-05-05","2","611.88",241,1,3,3,"133","At Risk","Churned","Occasional"
"16763","2011-05-25","1","611.85",221,1,2,3,"123","Developing","Churned","One-Time"
"13731","2011-05-04","2","610.59",242,1,2,3,"123","Developing","Churned","Occasional"
"12673","2011-12-04","2","610.52",28,5,2,3,"523","Potential","Active","Occasional"
"15795","2011-07-13","1","610.01",172,2,2,3,"223","Developing","At Risk","One-Time"
"13357","2011-03-27","1","609.95",280,1,1,3,"113","Lost","Churned","One-Time"
"14636","2011-11-03","2","609.85",59,3,3,3,"333","Developing","Active","Occasional"
"13933","2011-08-22","2","608.79",132,2,2,3,"223","Developing","At Risk","Occasional"
"12933","2011-11-15","3","607.53",47,4,3,3,"433","Developing","Active","Occasional"
"15573","2011-11-08","2","607.45",54,4,3,3,"433","Developing","Active","Occasional"
"17119","2011-12-06","2","606.91",26,5,3,3,"533","Developing","Active","Occasional"
"14710","2011-11-25","4","606.13",37,4,4,3,"443","Loyal","Active","Occasional"
"17849","2011-05-05","4","605.80",241,1,4,3,"143","At Risk","Churned","Occasional"
"14133","2011-08-02","3","605.64",152,2,3,3,"233","At Risk","At Risk","Occasional"
"13888","2011-08-12","2","605.63",142,2,2,3,"223","Developing","At Risk","Occasional"
"17507","2011-03-23","2","605.58",284,1,3,3,"133","At Risk","Churned","Occasional"
"13233","2011-09-26","2","605.12",97,2,2,3,"223","Developing","At Risk","Occasional"
"13558","2011-12-04","4","605.06",28,5,4,3,"543","Loyal","Active","Occasional"
"14323","2011-08-17","2","605.06",137,2,3,3,"233","At Risk","At Risk","Occasional"
"14675","2011-11-23","1","604.75",39,4,1,3,"413","Potential","Active","One-Time"
"17664","2011-11-21","2","604.64",41,4,3,3,"433","Developing","Active","Occasional"
"12944","2011-11-04","2","604.51",58,3,2,3,"323","Potential","Active","Occasional"
"16732","2011-11-08","1","603.75",54,4,2,3,"423","Potential","Active","One-Time"
"12556","2011-10-20","2","603.71",73,3,2,3,"323","Potential","Active","Occasional"
"12707","2011-02-21","1","603.42",314,1,1,3,"113","Lost","Churned","One-Time"
"17259","2011-07-14","2","603.37",171,2,3,3,"233","At Risk","At Risk","Occasional"
"15366","2011-09-25","2","602.51",98,2,3,3,"233","At Risk","At Risk","Occasional"
"17890","2011-01-21","2","602.09",345,1,3,3,"133","At Risk","Churned","Occasional"
"12654","2011-11-29","5","601.98",33,5,4,3,"543","Loyal","Active","Occasional"
"14609","2011-09-28","4","601.56",95,2,4,3,"243","At Risk","At Risk","Occasional"
"16654","2011-07-21","4","601.27",164,2,4,3,"243","At Risk","At Risk","Occasional"
"12420","2011-10-07","1","600.39",86,3,1,3,"313","Potential","Active","One-Time"
"13243","2011-05-20","1","600.07",226,1,1,3,"113","Lost","Churned","One-Time"
"18211","2011-11-14","5","600.07",48,4,4,3,"443","Loyal","Active","Occasional"
"12872","2011-01-17","2","599.97",349,1,2,3,"123","Developing","Churned","Occasional"
"12521","2011-07-20","1","599.68",165,2,1,3,"213","Developing","At Risk","One-Time"
"14965","2011-09-04","2","599.00",119,2,3,3,"233","At Risk","At Risk","Occasional"
"17420","2011-10-20","3","598.83",73,3,4,3,"343","Developing","Active","Occasional"
"14467","2011-11-22","4","598.76",40,4,4,3,"443","Loyal","Active","Occasional"
"15720","2011-11-15","1","598.73",47,4,1,3,"413","Potential","Active","One-Time"
"13311","2011-12-05","2","598.57",27,5,2,3,"523","Potential","Active","Occasional"
"13959","2011-09-21","3","598.20",102,2,3,3,"233","At Risk","At Risk","Occasional"
"16298","2011-11-17","3","598.20",45,4,4,3,"443","Loyal","Active","Occasional"
"14108","2011-11-09","2","597.91",53,4,3,3,"433","Developing","Active","Occasional"
"17864","2011-11-27","3","597.50",35,5,4,3,"543","Loyal","Active","Occasional"
"16788","2011-08-08","2","597.48",146,2,3,3,"233","At Risk","At Risk","Occasional"
"14645","2011-07-06","2","597.09",179,2,3,3,"233","At Risk","At Risk","Occasional"
"15381","2011-05-10","2","596.85",236,1,3,3,"133","At Risk","Churned","Occasional"
"18246","2011-11-16","2","596.10",46,4,3,3,"433","Developing","Active","Occasional"
"17658","2011-11-14","2","595.42",48,4,3,3,"433","Developing","Active","Occasional"
"14284","2011-11-09","2","595.25",53,4,3,3,"433","Developing","Active","Occasional"
"16325","2011-10-24","3","594.24",69,3,4,3,"343","Developing","Active","Occasional"
"15442","2011-04-05","1","594.00",271,1,1,3,"113","Lost","Churned","One-Time"
"12917","2011-08-03","1","594.00",151,2,1,3,"213","Developing","At Risk","One-Time"
"16535","2011-12-04","1","593.75",28,5,2,3,"523","Potential","Active","One-Time"
"18232","2011-09-19","4","592.97",104,2,4,3,"243","At Risk","At Risk","Occasional"
"16203","2011-10-12","4","592.90",81,3,4,3,"343","Developing","Active","Occasional"
"14692","2011-07-25","4","591.55",160,2,4,3,"243","At Risk","At Risk","Occasional"
"13276","2011-10-07","2","590.93",86,3,2,3,"323","Potential","Active","Occasional"
"13270","2010-12-08","1","590.00",389,1,1,3,"113","Lost","Churned","One-Time"
"13452","2011-03-25","2","590.00",282,1,2,3,"123","Developing","Churned","Occasional"
"14882","2011-11-13","2","589.70",49,4,3,3,"433","Developing","Active","Occasional"
"18123","2011-11-15","2","589.44",47,4,3,3,"433","Developing","Active","Occasional"
"16723","2011-09-09","2","589.15",114,2,3,3,"233","At Risk","At Risk","Occasional"
"16838","2011-05-26","2","588.85",220,1,3,3,"133","At Risk","Churned","Occasional"
"14338","2011-07-01","2","588.22",184,2,3,3,"233","At Risk","Churned","Occasional"
"15624","2011-08-15","4","588.13",139,2,4,3,"243","At Risk","At Risk","Occasional"
"17351","2011-11-03","3","587.15",59,3,4,3,"343","Developing","Active","Occasional"
"17014","2011-12-01","3","586.33",31,5,4,3,"543","Loyal","Active","Occasional"
"17360","2011-11-22","3","585.79",40,4,4,3,"443","Loyal","Active","Occasional"
"12384","2011-11-11","2","585.27",51,4,2,3,"423","Potential","Active","Occasional"
"15222","2011-01-25","1","585.00",341,1,1,3,"113","Lost","Churned","One-Time"
"16384","2011-09-11","2","584.50",112,2,3,3,"233","At Risk","At Risk","Occasional"
"16072","2011-02-24","1","584.32",311,1,2,3,"123","Developing","Churned","One-Time"
"14023","2011-12-02","2","584.07",30,5,3,3,"533","Developing","Active","Occasional"
"13557","2011-11-11","2","584.06",51,4,2,3,"423","Potential","Active","Occasional"
"15762","2011-10-05","2","583.75",88,3,3,3,"333","Developing","Active","Occasional"
"12426","2011-05-29","1","582.73",217,1,1,3,"113","Lost","Churned","One-Time"
"13427","2011-11-20","3","582.60",42,4,3,3,"433","Developing","Active","Occasional"
"17970","2011-05-12","1","582.59",234,1,2,3,"123","Developing","Churned","One-Time"
"12695","2011-12-02","4","582.10",30,5,4,3,"543","Loyal","Active","Occasional"
"18095","2011-01-31","2","580.05",335,1,3,3,"133","At Risk","Churned","Occasional"
"16906","2011-09-19","4","579.77",104,2,4,3,"243","At Risk","At Risk","Occasional"
"17142","2011-04-14","1","579.00",262,1,2,3,"123","Developing","Churned","One-Time"
"13292","2011-11-01","2","578.94",61,3,2,3,"323","Potential","Active","Occasional"
"17540","2011-11-15","2","578.90",47,4,3,3,"433","Developing","Active","Occasional"
"12601","2011-06-03","5","577.06",212,1,4,3,"143","At Risk","Churned","Occasional"
"14176","2011-02-15","4","576.90",320,1,4,3,"143","At Risk","Churned","Occasional"
"16916","2011-11-16","2","576.26",46,4,3,3,"433","Developing","Active","Occasional"
"15830","2011-11-02","1","576.00",60,3,2,3,"323","Potential","Active","One-Time"
"15550","2011-12-05","4","575.63",27,5,4,3,"543","Loyal","Active","Occasional"
"16345","2011-10-26","1","575.41",67,3,2,3,"323","Potential","Active","One-Time"
"13487","2011-10-13","3","575.40",80,3,3,3,"333","Developing","Active","Occasional"
"14167","2011-10-31","4","574.84",62,3,4,3,"343","Developing","Active","Occasional"
"14400","2011-07-13","1","574.70",172,2,1,3,"213","Developing","At Risk","One-Time"
"12784","2011-11-30","2","574.42",32,5,2,3,"523","Potential","Active","Occasional"
"15339","2011-10-04","2","574.07",89,3,3,3,"333","Developing","Active","Occasional"
"15303","2011-02-22","1","574.02",313,1,1,3,"113","Lost","Churned","One-Time"
"12879","2011-10-26","3","573.22",67,3,3,3,"333","Developing","Active","Occasional"
"15415","2011-01-30","1","572.81",336,1,1,3,"113","Lost","Churned","One-Time"
"13379","2011-11-13","3","572.56",49,4,3,3,"433","Developing","Active","Occasional"
"13405","2011-09-26","3","572.45",97,2,3,3,"233","At Risk","At Risk","Occasional"
"12816","2011-09-05","2","572.20",118,2,2,3,"223","Developing","At Risk","Occasional"
"13816","2011-11-16","2","571.67",46,4,2,3,"423","Potential","Active","Occasional"
"17616","2011-06-19","3","571.20",196,2,4,3,"243","At Risk","Churned","Occasional"
"15821","2011-10-26","2","570.96",67,3,3,3,"333","Developing","Active","Occasional"
"15315","2011-10-06","2","570.50",87,3,3,3,"333","Developing","Active","Occasional"
"14592","2011-11-04","3","570.46",58,3,3,3,"333","Developing","Active","Occasional"
"16667","2011-10-02","2","570.13",91,3,3,3,"333","Developing","At Risk","Occasional"
"13939","2011-11-16","3","568.55",46,4,3,3,"433","Developing","Active","Occasional"
"13321","2011-09-28","2","567.36",95,2,2,3,"223","Developing","At Risk","Occasional"
"17897","2011-06-20","3","566.60",195,2,4,3,"243","At Risk","Churned","Occasional"
"18150","2011-11-07","3","566.58",55,4,4,3,"443","Loyal","Active","Occasional"
"16278","2011-08-31","1","566.38",123,2,2,3,"223","Developing","At Risk","One-Time"
"13894","2011-11-16","3","564.62",46,4,3,3,"433","Developing","Active","Occasional"
"15344","2011-12-09","3","563.94",23,5,3,3,"533","Developing","Active","Occasional"
"16933","2011-12-08","2","563.23",24,5,3,3,"533","Developing","Active","Occasional"
"14753","2011-09-13","1","563.15",110,2,1,3,"213","Developing","At Risk","One-Time"
"17265","2011-07-24","2","562.90",161,2,3,3,"233","At Risk","At Risk","Occasional"
"12414","2011-05-06","3","562.41",240,1,3,3,"133","At Risk","Churned","Occasional"
"12559","2011-02-02","2","561.71",333,1,2,3,"123","Developing","Churned","Occasional"
"13946","2011-09-21","3","561.57",102,2,3,3,"233","At Risk","At Risk","Occasional"
"15655","2011-04-10","1","560.67",266,1,1,3,"113","Lost","Churned","One-Time"
"13044","2011-02-21","1","560.47",314,1,1,3,"113","Lost","Churned","One-Time"
"14273","2011-10-19","4","559.97",74,3,4,3,"343","Developing","Active","Occasional"
"16275","2011-05-27","1","559.87",219,1,2,3,"123","Developing","Churned","One-Time"
"18043","2011-11-15","3","559.51",47,4,4,3,"443","Loyal","Active","Occasional"
"14177","2011-09-14","4","559.41",109,2,4,3,"243","At Risk","At Risk","Occasional"
"12866","2011-03-01","1","559.12",306,1,1,3,"113","Lost","Churned","One-Time"
"17503","2011-12-07","2","558.96",25,5,3,3,"533","Developing","Active","Occasional"
"12987","2011-09-27","2","558.70",96,2,2,3,"223","Developing","At Risk","Occasional"
"13800","2011-02-03","1","558.32",332,1,1,3,"113","Lost","Churned","One-Time"
"13260","2011-10-09","1","557.62",84,3,1,3,"313","Potential","Active","One-Time"
"17955","2011-05-25","4","557.30",221,1,4,3,"143","At Risk","Churned","Occasional"
"17295","2011-11-11","3","556.95",51,4,4,3,"443","Loyal","Active","Occasional"
"16385","2011-10-10","3","555.89",83,3,4,3,"343","Developing","Active","Occasional"
"14805","2011-11-24","4","554.65",38,4,4,3,"443","Loyal","Active","Occasional"
"14891","2011-07-14","2","554.38",171,2,3,3,"233","At Risk","At Risk","Occasional"
"14618","2011-11-30","3","553.44",32,5,3,3,"533","Developing","Active","Occasional"
"15068","2011-10-24","2","553.36",69,3,3,3,"333","Developing","Active","Occasional"
"12363","2011-08-22","2","552.00",132,2,2,3,"223","Developing","At Risk","Occasional"
"17674","2011-09-26","2","551.04",97,2,3,3,"233","At Risk","At Risk","Occasional"
"17291","2011-02-04","1","550.80",331,1,2,3,"123","Developing","Churned","One-Time"
"17235","2011-11-14","2","550.06",48,4,3,3,"433","Developing","Active","Occasional"
"12390","2011-09-21","1","549.84",102,2,1,3,"213","Developing","At Risk","One-Time"
"16340","2011-08-24","1","549.07",130,2,2,3,"223","Developing","At Risk","One-Time"
"16536","2011-08-21","1","548.97",133,2,2,3,"223","Developing","At Risk","One-Time"
"16031","2011-09-08","2","548.94",115,2,3,3,"233","At Risk","At Risk","Occasional"
"14474","2011-10-24","1","547.66",69,3,1,3,"313","Potential","Active","One-Time"
"16811","2011-12-05","2","547.07",27,5,3,3,"533","Developing","Active","Occasional"
"17637","2011-11-08","2","547.06",54,4,3,3,"433","Developing","Active","Occasional"
"16211","2011-09-12","1","547.02",111,2,2,3,"223","Developing","At Risk","One-Time"
"17520","2011-10-17","1","546.81",76,3,2,3,"323","Potential","Active","One-Time"
"12743","2011-07-28","2","546.43",157,2,2,3,"223","Developing","At Risk","Occasional"
"14997","2011-10-24","3","546.20",69,3,3,3,"333","Developing","Active","Occasional"
"17806","2011-11-28","1","546.04",34,5,2,3,"523","Potential","Active","One-Time"
"12793","2011-01-09","2","545.48",357,1,2,3,"123","Developing","Churned","Occasional"
"16475","2011-09-12","4","544.30",111,2,4,3,"243","At Risk","At Risk","Occasional"
"13617","2011-10-30","3","544.18",63,3,3,3,"333","Developing","Active","Occasional"
"13390","2011-09-26","1","544.08",97,2,1,3,"213","Developing","At Risk","One-Time"
"16927","2011-08-16","3","543.05",138,2,4,3,"243","At Risk","At Risk","Occasional"
"13278","2011-10-30","1","542.73",63,3,1,3,"313","Potential","Active","One-Time"
"16230","2011-06-03","2","542.03",212,1,3,3,"133","At Risk","Churned","Occasional"
"17447","2011-10-30","2","541.53",63,3,3,3,"333","Developing","Active","Occasional"
"17557","2011-11-25","3","541.46",37,4,4,3,"443","Loyal","Active","Occasional"
"13874","2010-12-16","1","540.45",381,1,1,3,"113","Lost","Churned","One-Time"
"13812","2011-10-28","3","539.00",65,3,3,3,"333","Developing","Active","Occasional"
"14496","2011-02-01","2","538.81",334,1,3,3,"133","At Risk","Churned","Occasional"
"15452","2011-11-10","3","538.73",52,4,3,3,"433","Developing","Active","Occasional"
"15469","2011-10-20","2","538.55",73,3,3,3,"333","Developing","Active","Occasional"
"15539","2011-12-02","1","538.46",30,5,1,3,"513","Potential","Active","One-Time"
"17062","2011-01-30","4","538.37",336,1,4,3,"143","At Risk","Churned","Occasional"
"17345","2011-11-24","4","537.74",38,4,4,3,"443","Loyal","Active","Occasional"
"14539","2011-11-24","2","537.48",38,4,3,3,"433","Developing","Active","Occasional"
"16206","2011-10-16","4","537.06",77,3,4,3,"343","Developing","Active","Occasional"
"15043","2011-11-08","1","537.00",54,4,1,3,"413","Potential","Active","One-Time"
"16804","2011-11-16","3","536.99",46,4,4,3,"443","Loyal","Active","Occasional"
"16233","2011-09-29","3","536.68",94,3,4,3,"343","Developing","At Risk","Occasional"
"15535","2011-06-19","4","536.40",196,2,4,3,"243","At Risk","Churned","Occasional"
"16142","2011-04-04","1","535.34",272,1,2,3,"123","Developing","Churned","One-Time"
"12988","2011-02-20","1","535.32",315,1,1,3,"113","Lost","Churned","One-Time"
"13000","2011-08-25","3","534.85",129,2,3,3,"233","At Risk","At Risk","Occasional"
"13385","2011-01-14","1","534.57",352,1,1,3,"113","Lost","Churned","One-Time"
"13434","2011-09-26","2","534.24",97,2,2,3,"223","Developing","At Risk","Occasional"
"17443","2011-05-04","1","534.24",242,1,2,3,"123","Developing","Churned","One-Time"
"13217","2011-08-09","3","533.98",145,2,3,3,"233","At Risk","At Risk","Occasional"
"15433","2011-05-10","2","533.30",236,1,3,3,"133","At Risk","Churned","Occasional"
"15756","2011-10-09","4","532.96",84,3,4,3,"343","Developing","Active","Occasional"
"15825","2011-06-20","1","532.94",195,2,2,3,"223","Developing","Churned","One-Time"
"16706","2011-11-02","3","531.35",60,3,4,3,"343","Developing","Active","Occasional"
"14265","2011-08-22","2","530.18",132,2,3,3,"233","At Risk","At Risk","Occasional"
"18159","2011-02-11","1","530.15",324,1,2,3,"123","Developing","Churned","One-Time"
"14002","2011-07-28","2","529.73",157,2,3,3,"233","At Risk","At Risk","Occasional"
"14463","2011-09-02","3","529.62",121,2,3,3,"233","At Risk","At Risk","Occasional"
"16185","2011-11-23","2","529.41",39,4,3,3,"433","Developing","Active","Occasional"
"17631","2011-12-08","3","528.33",24,5,4,3,"543","Loyal","Active","Occasional"
"16602","2011-11-03","1","528.08",59,3,2,3,"323","Potential","Active","One-Time"
"12479","2011-11-28","1","527.20",34,5,1,3,"513","Potential","Active","One-Time"
"17623","2011-11-07","1","527.05",55,4,2,3,"423","Potential","Active","One-Time"
"18252","2011-10-20","2","526.67",73,3,3,3,"333","Developing","Active","Occasional"
"16892","2011-12-08","5","525.54",24,5,4,3,"543","Loyal","Active","Occasional"
"17290","2011-12-06","2","525.24",26,5,3,3,"533","Developing","Active","Occasional"
"17429","2011-08-03","3","524.92",151,2,4,3,"243","At Risk","At Risk","Occasional"
